,ANO,CODCORPOLEIPL,NOMEAUTOR,TIPOAUTOR,TIPO,TIPOEMENDA,ESTRUTURALEI,CAPITULO,SECAO,SUBSECAO,ARTIGO,PARAGRAFO,INCISO,ALINEA,ITEM,DESCATEGORIA,INDGERACAOAUTOMATICA,NUMEROEMENDA,TEXTOPROPOSTOEMENDA,JUSTIFICATIVA
23233,2020,20,Com. Educação,Comissão Câmara dos Deputados,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,50050023,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","O pacto nacional produzido pelo Congresso Nacional e a sociedade para a condução da agenda educacional é o Plano Nacional de Educação, aprovado por unanimidade e sancionado sem vetos. 
Toda a sociedade brasileira, os parlamentares, as entidades nacionais do campo educacional, educadores/as e estudantes se envolveram fortemente na construção de um Plano de Estado para a educação no país, a cobrir quase três gestões de diferentes Presidentes da República e orientar o planejamento decenal das demais esferas federativas.
É necessário que planos estratégicos fiquem destacados como prioridades da administração pública.
Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23234,2020,20,Com. Desenv. Urbano,Comissão Câmara dos Deputados,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,Art.003 - Inclui entre as prioridades e metas as ações de moradia de interesse social,N,50230003,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as ações dos programas de moradia de interesse social e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","O desenvolvimento de projetos de provisão de moradia para a população de menor renda é um projeto social de êxito do Governo Federal e que muda a realidade dessa parcela da população brasileira que sofre com a demanda por moradia digna. Além de ser um direito social, o Programa Minha Casa Minha Vida é um estímulo ao setor de construção e gera empregos, renda e tributos, o setor de construção é um grande meio de enfrentamento aos efeitos da crise econômica no país. O Programa ainda é grande incentivador de pesquisas e avanços no ramo tecnológico, visto que a busca por novos materiais mais baratos e eficientes aumenta.
Frente aos benefícios sociais e econômicos, a inclusão dos programas de moradia de interesse social dentre as prioridades do Governo Federal para o exercício de 2020 se faz estritamente necessário para a continuidade do desenvolvimento do Brasil."
23235,2020,20,Com. Defesa dos Direitos da Mulher,Comissão Câmara dos Deputados,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,50360003,Parágrafo Único. Incluem-se entre as prioridades da Administração Pública Federal para o exercício de 2020 as ações relativas ao Enfrentamento à Violência contra a Mulher,Caracterizar a priorização da administração pública federal nas ações Relativas ao Enfrentamento à Violência contra a Mulher
23236,2020,20,Com. Defesa dos Direitos da Mulher,Comissão Câmara dos Deputados,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,50360004,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23238,2020,20,Com. Defesa dos Direitos da Mulher,Comissão Câmara dos Deputados,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,50360009,Parágrafo Único.Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23239,2020,20,Com. Defesa dos Direitos da Pessoa Idosa,Comissão Câmara dos Deputados,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,50370011,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23240,2020,20,"Com. Mista, Plan.Orç.e Fiscalização",Comissão Mista do Congresso,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,Art.003-A - Possibilita a redução da meta de superávit primário até o montante gasto em GND4,N,60000003,"Art.4º A meta de resultado primário a que se refere o art. 2º poderá ser reduzida até o montante dos gastos relativos aos investimentos(GND4), cujas programações serão identificadas no projeto e na Lei Orçamentária de 2020 no grupo de natureza da despesas previsto no inciso IV do § 2º do art.6º desta lei e de dotações do minha casa minha vida previstas na loa de 2020. 

§ 1º O montante de que trata o caput abrange, na execução da Lei Orçamentária de 2020, o valor dos respectivos restos a pagar.

§ 2º A Lei Orçamentária de 2020 observará, como redutor da meta primária, o montante
constante do respectivo Projeto.","A grave crise econômica experimentada pelo país só será superada com ampliação dos investimentos públicos, que estão nos menores patamares da série histórica. A redução das despesas públicas, especialmente investimentos, leva à queda do PIB, da arrecadação e do resultado primário, criando ciclo vicioso que só poderá ser superado com priorização orçamentária dos investimentos públicos.

Os investimentos são as despesas mais impactadas pela regra fiscal pró-cíclica do resultado primário. Com a piora da situação econômica, reduz-se os investimentos, que têm forte efeito multiplicador sobre a renda. Diante da queda dos investimentos, a demanda se contrai, impactando a renda e afetando ainda mais o equilíbrio das contas públicas.

Percebe-se, pois, que a regra de resultado primário tem um comportamento altamente pró-cíclico, prejudicando a economia e, em última instância, a geração de empregos.

Em razão da EC 95, há previsão de queda de 33% nas despesas discricionárias em 2019.Para que este quadro não reduza ainda mais os investimentos públicos, é fundamental que os recursos do PAC possam ser abatidos da meta de resultado primário."
23241,2020,20,"Com. Mista, Plan.Orç.e Fiscalização",Comissão Mista do Congresso,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,60000030,"Parágrafo Único. Incluem entre as prioridades da administração pública federal para o exercício de 2012, as metas inscritas no Plano Nacional de Educação - PNE.",Deixar caracterizada pelo Governo como prioridade da administração pública à área de educação
23242,2020,20,"Com. Mista, Plan.Orç.e Fiscalização",Comissão Mista do Congresso,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,60000031,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23243,2020,20,Bancada do Distrito Federal,Bancada Estadual,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,71080009,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas ao cumprimento integral das metas estipuladas no Plano Nacional de Educação - PNE, conforme Lei nº 13.005/2014.","O atingimento das 20 metas previstas no Plano Nacional de Educação, encontram-se muito aquém do seu cumprimento.

Diante desse insuficiente desempenho, apresento a presente emenda de texto (aditiva) como forma efetivar a previsão de políticas públicas a serem implementadas pelo Governo Federal para que sejam atingidas as referidas metas traçadas, como forma de desenvolvimento qualitativo da educação brasileira.

O cumprimento das metas traçadas no Plano Nacional de Educação deve ser prioridade de Governo."
23244,2020,20,Bancada de Sao Paulo,Bancada Estadual,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Prioridades e Metas, Seção I, Anexo III, Segurança Pública, Educação, Enfrentamento à Violência contra a Mulher, Funcionamento Órgãos, PPA",N,71250006,"Art. 3º As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, as de Segurança Pública, as de Educação, as de enfrentamento à violência contra a mulher, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão estabelecidas na Lei do Plano Plurianual 2020-2023.","A emenda tem o objetivo de incluir na LDO 2020, dentre as prioridades da administração pública, as metas da Segurança Pública, do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher.
O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Segurança Pública, a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo Federal.
O Presidente Bolsonaro durante a campanha eleitoral de 2018 e em seu discurso de posse ressaltou como prioridades do seu mandato as ações de saúde, educação e segurança pública, inclusive com bastante ênfase no combate à corrupção e ao crime organizado. De grande relevância e com necessidade de monitoramento contínuo são, também, as ações relacionadas ao enfrentamento à violência contra a mulher."
23245,2020,20,Bancada de Sao Paulo,Bancada Estadual,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,71250012,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
